,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
131,-15.330279,-23.278486,47.330273,-13.159813,-14.882042,-2.4304988,-8.7621565,-9.742242,15.43817,30.238659,18.470545,-9.915473,3.3581977,-20.247736,5.112755,-11.634628
132,-15.00875,-21.541903,46.826584,-12.456336,-16.08946,-1.1967075,-6.36888,-8.818524,15.617224,30.429686,18.977257,-8.701698,2.095349,-19.074493,3.8577328,-10.050087
133,-15.574706,-23.293894,46.1161,-13.161853,-13.395914,-4.4007277,-10.407062,-10.881481,13.682717,29.065727,17.186888,-10.921587,3.7766442,-20.676811,6.9196744,-13.435467
134,-15.28106,-20.89806,46.001266,-12.820078,-14.685525,-1.4963284,-6.662411,-9.788226,14.042307,30.017307,17.516813,-8.441608,2.4437685,-18.65493,4.3323884,-10.462742
135,-15.540575,-20.862904,46.11956,-13.260274,-14.814657,-1.0776591,-6.9777017,-9.713347,13.887522,30.27625,17.85211,-7.9713244,2.309976,-18.087275,4.0758686,-9.806228
136,-15.282733,-21.60459,46.872578,-12.719647,-16.01574,-1.1085765,-6.78602,-8.743057,15.33502,30.545355,19.065123,-8.375885,2.1181958,-18.751411,3.884529,-9.634717
137,-14.875068,-21.062908,45.85039,-12.890461,-14.505793,-1.5286416,-6.871524,-9.989745,14.376684,29.895803,17.44223,-8.877501,2.6130323,-18.933498,4.41903,-10.862325
138,-11.416458,-27.840414,42.1812,-11.960272,-7.935122,1.6999205,-11.422044,-4.3996825,18.237661,25.544468,13.378298,-6.8664336,10.75478,-19.66655,1.6366756,-6.412099
139,-15.30436,-23.386309,47.26712,-13.320035,-14.820876,-2.3713202,-9.116905,-9.692071,15.442372,30.247484,18.562569,-9.869523,3.4126916,-20.134315,5.150097,-11.464861
140,-14.402662,-23.09813,45.0581,-11.707253,-12.367722,0.19677736,-6.5616837,-7.079051,15.429898,28.507019,15.465903,-6.7807918,5.5970263,-18.923447,2.4932287,-8.196491
141,-15.301871,-21.421774,47.26113,-12.379759,-16.154408,-0.09700515,-5.203827,-8.261988,15.7739,30.756151,18.776989,-7.5885506,2.2681127,-18.616404,2.711054,-8.9155245
142,-14.931346,-20.963417,46.02151,-12.907255,-14.619209,-1.4007367,-6.590629,-10.059311,14.418629,30.039978,17.469057,-8.818156,2.5335388,-18.921684,4.2766423,-10.85979
143,-15.198883,-21.42875,46.816074,-12.438928,-16.193884,-1.217528,-6.349233,-8.731716,15.406971,30.443726,19.060575,-8.503279,1.9607087,-18.876701,3.852585,-9.851486
