CHEMBLID,smiles,ido_ic50,tdo_ic50
648,CHEMBL5174493,O=C(O)c1cccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)c1,100000.0,1690.0
649,CHEMBL5174721,O=[N+]([O-])c1ccc(O)cc1CNc1cc(Br)cc2[nH]ncc12,910.0,460.0
650,CHEMBL5174722,CC1(C)C(=O)C=Cc2c1ccc1c2C(=O)C(=O)c2c(CCl)coc2-1,140.0,110.0
651,CHEMBL5175027,O=[N+]([O-])c1cc(OCc2ccccc2)ccc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,100000.0,96960.0
652,CHEMBL5175666,FC(F)(F)c1cc(NC[C@@H]2CCCCN2)c2cn[nH]c2c1,18730.0,8050.0
653,CHEMBL5175874,CC1(C)C(=O)C=Cc2c1ccc1c2C(=O)C(=O)c2c(C(=O)O)coc2-1,4570.0,10000.0
654,CHEMBL5176219,CC(=O)O[C@H]1CCc2c(ccc3c2C(=O)C(=O)c2c(C)coc2-3)C1(C)C,10000.0,2800.0
655,CHEMBL5176878,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1C(=O)C(O)CC2(C)C,10000.0,10000.0
656,CHEMBL5177245,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1C=CC(=O)C2(C)C,9330.0,10000.0
657,CHEMBL5177466,NC(=O)Nc1ccc(-c2c[nH]c3cc(F)ccc23)cc1,49.0,49.0
658,CHEMBL5178341,COC(=O)c1cc(NCc2ccccc2[N+](=O)[O-])c2cn[nH]c2c1,100000.0,100000.0
659,CHEMBL5180636,Clc1cccc(-c2nccc3c2[nH]c2ccccc23)c1,50000.0,13390.0
660,CHEMBL5180918,COC(=O)c1coc2c1C(=O)C(=O)c1c-2ccc2c1C=CC(=O)C2(C)C,10000.0,10000.0
661,CHEMBL5181187,O=[N+]([O-])c1cccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)c1,100000.0,5170.0
662,CHEMBL5181934,O=[N+]([O-])c1ccc(CNc2cc(Br)cc3[nH]ncc23)cc1,6970.0,2230.0
663,CHEMBL5182221,O=[N+]([O-])c1ccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)cc1,61000.0,100000.0
664,CHEMBL5183281,CC1(C)c2ccc3c(c2CC[C@@H]1O)C(=O)C(=O)c1c(CO)coc1-3,1670.0,1010.0
665,CHEMBL5183345,O=[N+]([O-])c1cc(Br)c(F)cc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,100000.0,1460.0
666,CHEMBL5184595,N#Cc1cccc(-c2nccc3c2[nH]c2ccccc23)c1,50000.0,15330.0
667,CHEMBL5185564,c1ccc2c(-c3ccc4n[se]nc4c3)c[nH]c2c1,100000.0,2500.0
668,CHEMBL5187479,Clc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1,7580.0,8290.0
669,CHEMBL5187823,Cc1c[nH]c2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,10000.0,10000.0
670,CHEMBL5188549,c1ccc2c(c1)[nH]c1c(-c3cnn[nH]3)nccc12,13880.0,19510.0
671,CHEMBL5188603,CS(=O)(=O)c1ccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)c([N+](=O)O)c1,57960.0,790.0
672,CHEMBL5190925,CC(=O)OCc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@H](O)C2(C)C,2420.0,2060.0
673,CHEMBL5191067,O=[N+]([O-])c1ccc(Cl)cc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,37740.0,3190.0
674,CHEMBL5191147,FC(F)(F)c1cc(NCc2cccc3sccc23)c2cn[nH]c2c1,100000.0,100000.0
675,CHEMBL5191276,O=[N+]([O-])c1ccc2[nH]c(CNc3cc(C(F)(F)F)cc4[nH]ncc34)cc2c1,100000.0,100000.0
676,CHEMBL5191984,CC(=O)O[C@H]1CCc2c(ccc3c2C(=O)C(=O)c2c(CO)coc2-3)C1(C)C,1870.0,1840.0
677,CHEMBL5192259,O=[N+]([O-])c1ccccc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,13950.0,2550.0
678,CHEMBL5192718,O=[N+]([O-])c1ccccc1CNc1cc(Br)cc2cn[nH]c12,100000.0,100000.0
679,CHEMBL5193307,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1C(Br)CCC2(C)C,10000.0,710.0
680,CHEMBL5194264,Oc1ccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)c(Cl)c1,6020.0,2680.0
681,CHEMBL5194281,c1ccc2c(-c3cnc4n[se]nc4c3)c[nH]c2c1,100000.0,171.0
682,CHEMBL5194494,N#Cc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1,50000.0,11980.0
683,CHEMBL5195880,c1ccc2c(-c3ccc4nsnc4c3)c[nH]c2c1,100000.0,129.0
684,CHEMBL5196298,COc1cc(CNc2cc(Br)cc3[nH]ncc23)c([N+](=O)[O-])cc1OC,18450.0,1040.0
685,CHEMBL5196865,FC(F)(F)c1cc(NC[C@H]2CCCCN2)c2cn[nH]c2c1,24010.0,460.0
686,CHEMBL5197921,CC(C)n1ncc2c(NCc3ccccc3[N+](=O)[O-])cc(C(F)(F)F)cc21,100000.0,100000.0
687,CHEMBL5197972,O=[N+](O)c1c(Cl)cccc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,60000.0,170.0
688,CHEMBL5198045,CC(=O)Oc1c(OC(C)=O)c2c(C)coc2c2ccc3c(c12)CCCC3(C)C,10000.0,10000.0
689,CHEMBL5198425,Nc1cccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)c1,100000.0,2510.0
690,CHEMBL5199052,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCC(=O)C2(C)C,10000.0,10000.0
691,CHEMBL5199432,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1C(=O)C(O)=CC2(C)C,10000.0,10000.0
692,CHEMBL5199588,FC(F)(F)c1cc(NCC2CNC2)c2cn[nH]c2c1,100000.0,100000.0
693,CHEMBL5199816,N#Cc1cc(NCc2ccccc2[N+](=O)[O-])c2cn[nH]c2c1,100000.0,100000.0
694,CHEMBL5200658,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@H](OS(C)(=O)=O)C2(C)C,5100.0,10000.0
695,CHEMBL5200688,O=[N+]([O-])c1cccc(CNc2cc(Br)cc3[nH]ncc23)c1,7950.0,1600.0
696,CHEMBL5200740,C[C@@H](C=O)C1=C(O)C(=O)c2c(ccc3c2CCCC3(C)C)C1=O,10000.0,10000.0
697,CHEMBL5201313,c1ccc2c(-c3cnc4nsnc4c3)c[nH]c2c1,100000.0,4700.0
698,CHEMBL5203175,O[C@H](c1cc(Cl)cc2cncn12)C1CCCCC1,29.0,29.0
699,CHEMBL5204091,CC(=O)OCc1coc2c1C(=O)C(=O)c1c-2ccc2c1C=CC(=O)C2(C)C,270.0,160.0
700,CHEMBL5204255,O=C1NC(=O)c2c(NCc3ccccc3[N+](=O)[O-])cccc21,100000.0,100000.0
701,CHEMBL5204788,Oc1ccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)cc1,36740.0,2550.0
702,CHEMBL5204912,FC(F)(F)c1cc(NC[C@H]2CCCN2)c2cn[nH]c2c1,9580.0,6090.0
703,CHEMBL5205565,CC1(C)C(=O)C=Cc2c1ccc1c2C(=O)C(=O)c2c(C=O)coc2-1,10000.0,10000.0
704,CHEMBL5205978,O=[N+]([O-])c1cc(Cl)ccc1CNc1cc(C(F)(F)F)cc2[nH]ncc12,18000.0,1700.0
705,CHEMBL5206812,O=[N+]([O-])c1ccccc1CNc1cc(Br)cc2[nH]ncc12,8040.0,38950.0
706,CHEMBL5206950,CC(=O)OCc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCC(=O)C2(C)C,1730.0,670.0
707,CHEMBL5207789,Cc1ccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)c([N+](=O)O)c1,100000.0,60.0
708,CHEMBL5207925,O=C(O)CNc1cccc(CNc2cc(C(F)(F)F)cc3[nH]ncc23)c1,100000.0,100000.0
709,CHEMBL5208412,FC(F)(F)c1cc(NCc2cccc(Br)c2)c2cn[nH]c2c1,100000.0,19090.0
710,CHEMBL5218511,ON=C1CCC(CNc2cc(Br)cc3[nH]ncc23)CC1,1610.0,450.0
711,CHEMBL5218526,O[C@@H]1CCCC[C@H]1CNc1c(Br)cc(Br)c2[nH]ncc12,300000.0,300000.0
712,CHEMBL5218529,OC(CNc1cc(Br)cc2[nH]ncc12)C1CCCCC1,300000.0,300000.0
713,CHEMBL5218595,O[C@@H]1CCCC[C@H]1CNc1cc(Cl)cc2[nH]ncc12,1870.0,130.0
714,CHEMBL5218603,O=C(O)c1cc(NC[C@@H]2CCCC[C@H]2O)c2cn[nH]c2c1,30220.0,27020.0
715,CHEMBL5218640,OCC(Nc1cc(Br)cc2[nH]ncc12)C1CCCCC1,300000.0,300000.0
716,CHEMBL5218714,Brc1cc(NCC2CCCCC2)c2cn[nH]c2c1,1090.0,860.0
717,CHEMBL5218741,Brc1cc(NCC2CCCCC23OCCO3)c2cn[nH]c2c1,32070.0,2040.0
718,CHEMBL5218747,O/N=C(\CNc1cc(Br)cc2[nH]ncc12)c1ccc(O)cc1,57180.0,12860.0
719,CHEMBL5218765,Cl[C@@H]1CCCC[C@@H]1CNc1cc(Br)cc2[nH]ncc12,55500.0,67000.0
720,CHEMBL5218772,Cc1ccc(C(=O)CC(=O)c2ccccc2OC(C)C)c(O)c1,10800.0,10800.0
721,CHEMBL5218825,Brc1cc(NCC2CNC2)c2cn[nH]c2c1,112700.0,44870.0
722,CHEMBL5218853,O[C@@H](c1cn2cncc2cc1Cl)C1CCCCC1,9.6,29.0
723,CHEMBL5218896,O[C@@H]1CCCC[C@H]1NCc1cc(Br)cc2[nH]ncc12,300000.0,300000.0
724,CHEMBL5218978,Cl[C@H]1CCCC[C@H]1CNc1cc(Br)cc2[nH]ncc12,290.0,220.0
725,CHEMBL5219108,O=C(N[C@@H]1CCCC[C@H]1O)c1cc(Br)cc2[nH]ncc12,300000.0,58410.0
726,CHEMBL5219140,O[C@@H]1CCCC[C@H]1CNc1cc(Cl)cc2cn[nH]c12,178300.0,84190.0
727,CHEMBL5219170,O[C@@H]1CCCC[C@H]1CNc1cc(C(F)(F)F)cc2[nH]ncc12,3660.0,400.0
728,CHEMBL5219266,O[C@@H]1CCCC[C@H]1CNc1cc(Br)cc2cn[nH]c12,66040.0,39160.0
729,CHEMBL5219298,Brc1cc(NCc2ccccn2)c2cn[nH]c2c1,51550.0,3110.0
730,CHEMBL5219328,Brc1cc(NC[C@@H]2CCCCN2)c2cn[nH]c2c1,13750.0,6060.0
731,CHEMBL5219380,CC1(C)CN(c2cc(Br)cc3[nH]ncc23)CCN1S(C)(=O)=O,260.0,450.0
732,CHEMBL5219595,N[C@@H]1CCCC[C@H]1CNc1cc(Br)cc2[nH]ncc12,700.0,360.0
733,CHEMBL5219631,COC(=O)c1cc(NC[C@@H]2CCCC[C@H]2O)c2cn[nH]c2c1,300000.0,12590.0
734,CHEMBL5219702,OCC(Nc1cc(Br)cc2[nH]ncc12)c1ccccc1,42870.0,330.0
735,CHEMBL5219717,O=C(CNc1cc(Br)cc2[nH]ncc12)c1ccc(O)cc1,137100.0,147700.0
736,CHEMBL5219723,N[C@H]1CCCC[C@H]1CNc1cc(Br)cc2[nH]ncc12,1420.0,910.0
737,CHEMBL5219838,Nc1cc(Br)cc2[nH]ncc12,8490.0,1390.0
738,CHEMBL5219853,Cn1cc(-c2ccc(NC(N)=O)cc2)c2ccc(F)cc21,49.0,78.0
739,CHEMBL5219865,O[C@@H]1CCCC[C@H]1CNc1cc(Br)cc2[nH]ncc12,640.0,40.0
740,CHEMBL5220064,COc1ccccc1C(=O)CC(=O)c1ccc(C)cc1O,20600.0,20600.0
741,CHEMBL5220107,CC1=C(CC(=O)c2sccc2Br)C(=O)c2ccccc2C1=O,3.42,3.42
742,CHEMBL5220129,Cc1cc(NC[C@@H]2CCCC[C@H]2O)c2cn[nH]c2c1,3170.0,410.0
743,CHEMBL5220341,Nc1cc(NC[C@@H]2CCCC[C@H]2O)c2cn[nH]c2c1,300000.0,300000.0
744,CHEMBL5220376,CC(C)(C)OC(=O)N1CCC(CNc2cc(Br)cc3[nH]ncc23)C1,9020.0,1360.0
745,CHEMBL5220396,O[C@H]1CCCC[C@@H]1CNc1cc(Br)cc2[nH]ncc12,2850.0,90.0
746,CHEMBL5220402,OCC(Nc1cc(Br)cc2[nH]ncc12)c1cccc(Cl)c1,18330.0,2040.0
747,CHEMBL5220436,CC(=O)O[C@@H]1CCCC[C@H]1CNc1cc(Br)cc2[nH]ncc12,5780.0,190.0
748,CHEMBL5220441,Brc1cc(NCC2CCNC2)c2cn[nH]c2c1,104900.0,10440.0
749,CHEMBL5220477,Brc1cc(NC[C@@H]2CCCN2)c2cn[nH]c2c1,4740.0,4170.0
750,CHEMBL5220520,Brc1cc(NC[C@H]2CCCCN2)c2cn[nH]c2c1,17360.0,1800.0
751,CHEMBL5220677,OC1CCCCC1CNc1cc(Br)cc2[nH]ncc12,4120.0,120.0
752,CHEMBL5220800,O[C@H]1CCCC[C@@H]1NCc1cc(Br)cc2[nH]ncc12,203800.0,300000.0
753,CHEMBL5220840,Cn1ncc2c(NC[C@@H]3CCCC[C@H]3O)cc(Br)cc21,38010.0,33240.0
754,CHEMBL5220937,OC(CNc1cc(Br)cc2[nH]ncc12)c1cccc(Cl)c1,13090.0,3380.0
755,CHEMBL5221020,O[C@@H]1CCCC[C@H]1CNc1c(Br)ccc2[nH]ncc12,1230.0,11240.0
756,CHEMBL5221102,Brc1cc(NC[C@H]2CCCN2)c2cn[nH]c2c1,56450.0,7450.0
757,CHEMBL578036,CC1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(CO)coc2-1,10000.0,450.0
758,CHEMBL584991,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,50.0,10000.0
759,CHEMBL72165,O=C1c2cc(Br)ccc2-n2c1nc1ccccc1c2=O,53.9,53.0
